subID,duration_of_look,object_attended,overlapping_pbehaviors,prop_of_look_inSmiling
7106,1.6,3,4,0.592016254
7106,1.63,3,5,0.281156329
7106,1.67,2,3,0.511492128
7106,1.67,1,2,0.630344519
7106,1.67,1,3,0.691035967
7106,1.833,3,5,0.607219464
7106,1.93,2,5,0.446538035
7106,1.94,3,5,0.415619427
7106,2.03,3,5,0.552967853
7106,2.33,2,5,0.327333641
7106,2.4,3,4,0.352256192
7106,2.54,2,5,0.591267197
7106,2.66,3,5,0.332916725
7106,2.7,1,5,0.426056271
7106,2.9,2,5,0.577418793
7106,2.966,3,5,0.397871574
7106,3.2,1,3,0.545653704
7106,3.366,2,4,0.548965916
7106,3.57,2,5,0.372473037
7106,4.03,1,5,0.495629536
7106,4.07,2,5,0.374234294
7106,4.3,3,5,0.134563059
7106,4.4,3,5,0.572855814
7106,4.5,1,4,0.339043766
7106,4.57,2,5,0.504684905
7106,4.64,2,5,0.308061385
7106,4.76,1,5,0.573031532
7106,4.87,2,5,0.429377709
7106,4.97,1,5,0.491205939
7106,5.23,1,5,0.466524004
7106,5.33,1,5,0.419533791
7106,5.334,1,5,0.41763932
7106,5.53,3,5,0.473565101
7106,5.57,3,5,0.47434502
7106,6,1,5,0.436678897
7106,7.067,3,5,0.36822774
7106,7.3,2,5,0.57794481
7106,7.46,1,5,0.536017013
7106,7.897,1,5,0.596262811
7106,8.2,1,5,0.762819779
7106,9.3,1,5,0.412403087
7106,9.44,3,5,0.60813188
7106,9.667,2,5,0.338232577
7106,11.133,3,5,0.572677069
7107,0.5,1,1,0.556686589
7107,0.54,2,1,0.401341097
7107,0.567,2,1,0.646497784
7107,0.6,3,1,0.436728934
7107,0.6,3,1,0.357677089
7107,0.6,1,3,0.318618594
7107,0.633,3,3,0.281088877
7107,0.64,1,3,0.336146618
7107,0.66,3,3,0.327991499
7107,0.7,1,2,0.389222325
7107,0.7,2,2,0.554659645
7107,0.733,2,1,0.501908883
7107,0.733,1,2,0.475808665
7107,0.74,2,1,0.396546749
7107,0.767,1,2,0.60061578
7107,0.833,2,1,0.318485234
7107,0.84,1,5,0.522824306
7107,0.866,3,1,0.493280587
7107,0.87,3,2,0.627628916
7107,0.9,1,3,0.520308438
7107,0.9,3,3,0.547879868
7107,0.9,3,1,0.494558359
7107,0.9,1,5,0.427993919
7107,0.934,1,4,0.322900838
7107,0.94,3,3,0.290659208
7107,0.97,2,5,0.442098773
7107,1,1,4,0.489571412
7107,1.03,1,1,0.525650912
7107,1.13,1,1,0.487360239
7107,1.14,2,5,0.554418219
7107,1.2,2,1,0.59809689
7107,1.24,1,5,0.159144508
7107,1.267,1,1,0.568454169
7107,1.34,2,2,0.389202111
7107,1.4,3,3,0.244997049
7107,1.4,1,2,0.402830009
7107,1.5,1,3,0.300303098
7107,1.5,1,5,0.451953349
7107,1.53,1,1,0.569544808
7107,1.57,1,4,0.358682964
7107,1.6,3,3,0.265783026
7107,1.63,1,3,0.476871392
7107,1.637,2,3,0.454769122
7107,1.7,1,5,0.63737572
7107,1.9,3,5,0.375063936
7107,1.967,3,4,0.388547978
7107,2.13,2,5,0.668403586
7107,2.16,2,2,0.548740455
7107,2.23,2,2,0.547178251
7107,2.23,3,3,0.464126467
7107,2.73,3,2,0.658355434
7107,2.77,2,5,0.407822139
7107,3.3,1,5,0.699913747
7107,3.4,2,2,0.61366501
7107,3.53,2,5,0.465871956
7107,3.54,3,5,0.435733909
7107,3.667,1,5,0.537776649
7107,3.7,1,2,0.474726176
7107,3.834,2,5,0.688733005
7107,3.9,3,5,0.702883601
7107,3.94,3,5,0.59490627
7107,4.27,3,4,0.373915082
7107,4.466,1,5,0.26423802
7107,5.3,3,5,0.314971702
7107,5.63,1,5,0.675921725
7107,6.87,3,3,0.575811518
7107,6.87,3,5,0.477237433
7107,7,1,5,0.404794849
7107,7.87,3,5,0.418329161
7107,13.54,3,5,0.436867753
7107,14.6,3,5,0.450300462
7107,15.57,3,4,0.372801003
7108,0.53,2,5,0.593896385
7108,0.54,2,3,0.577009004
7108,0.63,1,3,0.533543068
7108,0.67,2,5,0.304889377
7108,0.67,1,5,0.690152433
7108,0.7,1,5,0.375203698
7108,0.7,1,4,0.559869595
7108,0.77,1,2,0.494032042
7108,0.8,2,2,0.453067839
7108,0.8,3,4,0.458613571
7108,0.9,1,5,0.474986315
7108,0.9,1,5,0.354364865
7108,0.9,3,1,0.440638502
7108,0.93,1,3,0.611770011
7108,0.97,3,5,0.578643625
7108,1,2,5,0.329851206
7108,1.067,1,4,0.436618554
7108,1.1,2,4,0.436190161
7108,1.2,2,2,0.452293334
7108,1.27,3,4,0.58317607
7108,1.27,2,4,0.676519698
7108,1.4,2,5,0.46448997
7108,1.5,3,2,0.368278776
7108,1.57,2,3,0.61912663
7108,1.63,3,5,0.20955437
7108,1.8,1,5,0.423173706
7108,1.9,3,4,0.708464867
7108,1.9,2,4,0.547397513
7108,2.13,2,4,0.456607267
7108,2.13,2,4,0.585585715
7108,2.17,1,4,0.491036143
7108,2.17,2,4,0.453697497
7108,2.233,2,5,0.556206688
7108,2.36,1,5,0.398931893
7108,2.4,3,5,0.757904733
7108,2.4,1,5,0.4320129
7108,2.57,2,5,0.259755355
7108,2.6,3,5,0.413497658
7108,2.6,3,5,0.598735422
7108,2.7,3,5,0.429025839
7108,2.8,1,5,0.517674397
7108,2.83,3,5,0.493745556
7108,2.97,1,5,0.533770535
7108,3.067,2,4,0.657331183
7108,3.4,3,5,0.502448438
7108,3.46,2,4,0.377885345
7108,3.47,2,5,0.793101394
7108,3.966,2,5,0.68059663
7108,4.07,1,5,0.602678924
7108,4.3,3,5,0.272145338
7108,4.3,3,5,0.50251211
7108,4.96,2,4,0.695705183
7108,4.966,1,5,0.355284293
7108,5.333,3,5,0.519867847
7108,5.53,2,5,0.725003217
7108,6.5,3,5,0.506450447
7108,7.267,1,5,0.625894122
7109,0.53,3,4,0.731654586
7109,0.53,3,1,0.50355225
7109,0.57,1,5,0.549589083
7109,0.6,2,3,0.508772666
7109,0.67,3,5,0.527093215
7109,0.67,2,5,0.43648243
7109,0.7,1,3,0.380216422
7109,0.8,2,5,0.694296565
7109,0.8,3,5,0.43935027
7109,0.867,1,5,0.293398655
7109,0.93,2,5,0.650973334
7109,0.967,3,3,0.528512445
7109,0.97,3,3,0.472559351
7109,1.03,2,4,0.49058829
7109,1.03,1,5,0.45545439
7109,1.034,3,4,0.536897202
7109,1.07,3,5,0.490644597
7109,1.1,1,5,0.444264002
7109,1.166,1,5,0.38557146
7109,1.17,3,5,0.721422022
7109,1.267,1,4,0.396076874
7109,1.33,3,5,0.418746849
7109,1.37,3,5,0.261801629
7109,1.4,2,5,0.378316812
7109,1.47,1,5,0.586711486
7109,1.47,3,4,0.339170613
7109,1.5,1,5,0.735452673
7109,1.53,1,5,0.582195102
7109,1.56,1,5,0.440264148
7109,1.66,1,5,0.595341816
7109,1.666,3,5,0.326460927
7109,1.77,3,3,0.545045092
7109,1.93,1,4,0.165257456
7109,1.933,3,5,0.591636003
7109,1.97,2,5,0.709451503
7109,2.03,2,5,0.551608325
7109,2.1,3,5,0.58786801
7109,2.33,3,4,0.381794728
7109,2.333,2,5,0.777709671
7109,2.43,1,5,0.432073843
7109,2.63,3,5,0.552870117
7109,2.697,1,5,0.486345605
7109,2.834,3,5,0.630889954
7109,2.9,3,5,0.289067842
7109,2.9,3,5,0.632071005
7109,2.96,2,5,0.397380592
7109,3.03,1,5,0.788049819
7109,3.17,3,5,0.622033978
7109,3.2,1,5,0.432388746
7109,3.367,1,5,0.507243022
7109,3.43,1,5,0.468205315
7109,3.56,3,5,0.468810441
7109,3.666,3,5,0.517987859
7109,3.93,3,5,0.502968049
7109,4.03,1,5,0.361627517
7109,4.57,3,4,0.467302988
7109,4.57,3,5,0.526794286
7109,5.27,2,5,0.6484962
7109,5.73,1,5,0.490295197
7109,5.76,1,5,0.600348545
7109,5.93,2,5,0.397931423
7109,6.3,2,5,0.384080703
7109,6.6,3,5,0.471710237
7109,6.87,3,5,0.411188443
7109,7.8,1,5,0.632925728
7109,9,3,5,0.458186872
7109,9.77,3,5,0.375349386
7109,12.17,3,5,0.44888591
7109,17.07,3,4,0.655933154
7110,0.6,1,4,0.219681663
7110,0.76,3,5,0.357793488
7110,0.767,1,5,0.431452159
7110,0.8,1,5,0.513756753
7110,0.8,3,5,0.466808986
7110,0.9,2,4,0.334904469
7110,0.97,1,5,0.502125947
7110,1,2,2,0.6731134
7110,1.03,3,2,0.418401282
7110,1.14,3,5,0.455070487
7110,1.2,3,3,0.565901598
7110,1.2,3,5,0.490361056
7110,1.2,2,5,0.454419142
7110,1.24,3,4,0.169909691
7110,1.3,1,4,0.549373143
7110,1.43,1,2,0.362551359
7110,1.43,1,4,0.688167976
7110,1.533,3,4,0.374674312
7110,1.567,3,4,0.395136502
7110,1.8,2,5,0.522827544
7110,1.8,3,5,0.342268214
7110,1.9,2,5,0.87816376
7110,1.94,2,4,0.43742259
7110,1.966,3,4,0.378067638
7110,2.07,3,3,0.40985936
7110,2.37,2,4,0.416680527
7110,2.4,3,4,0.436538153
7110,2.4,2,4,0.46539813
7110,2.5,3,5,0.373134527
7110,2.56,2,4,0.514810514
7110,2.7,3,4,0.642751745
7110,2.74,2,4,0.454278837
7110,2.767,3,4,0.391012038
7110,3.03,1,4,0.460681572
7110,3.56,3,3,0.333492673
7110,3.63,3,5,0.535926677
7110,4,1,5,0.351318579
7110,4.07,3,3,0.624695703
7110,4.37,2,4,0.606291879
7110,4.46,1,5,0.676639597
7110,5.27,1,5,0.510334903
7110,5.33,1,4,0.328956278
7110,5.7,3,4,0.539647915
7110,5.8,2,5,0.409640509
7110,6.2,2,4,0.499439424
7110,7.2,3,5,0.35589493
7110,8.37,3,4,0.439005097
7110,8.67,3,4,0.379311857
7110,9.7,2,4,0.593151202
7110,9.767,3,4,0.384567725
7110,12.26,3,5,0.792608937
7110,12.3,3,5,0.373192793
7110,14.27,3,5,0.572159654
7112,0.53,2,3,0.581041644
7112,0.6,1,5,0.813864313
7112,0.7,3,3,0.473104035
7112,0.8,2,2,0.419476238
7112,0.8,2,1,0.612920235
7112,0.84,3,4,0.601307823
7112,0.86,2,1,0.314089457
7112,0.87,3,2,0.506689919
7112,0.93,3,5,0.533507489
7112,1.167,2,5,0.388233654
7112,1.3,2,1,0.512298881
7112,1.34,3,1,0.505063339
7112,1.36,2,1,0.584627367
7112,1.4,3,2,0.525250901
7112,1.5,1,5,0.563866053
7112,1.7,3,3,0.525110768
7112,1.73,2,4,0.715674065
7112,1.866,2,5,0.477319742
7112,2,3,5,0.361259752
7112,2.267,3,5,0.579287508
7112,2.37,3,4,0.549242205
7112,2.46,3,3,0.661682162
7112,2.533,2,5,0.357195519
7112,2.8,3,5,0.667244312
7112,2.87,3,5,0.408216797
7112,3.13,2,5,0.473305553
7112,3.23,3,5,0.396256896
7112,3.3,3,3,0.527609045
7112,3.73,2,5,0.632484432
7112,4.1,3,4,0.570217491
7112,4.867,3,5,0.595502634
7112,5.47,1,5,0.499120522
7112,5.67,3,3,0.403631307
7112,7.76,1,5,0.516710573
7115,0.5,2,1,0.775039245
7115,0.5,2,1,0.66581127
7115,0.56,3,3,0.834866462
7115,0.57,2,1,0.416028448
7115,0.6,2,5,0.657054186
7115,0.63,2,1,0.5029552
7115,0.63,2,1,0.485406808
7115,0.64,1,1,0.530669296
7115,0.64,1,1,0.63714564
7115,0.7,3,1,0.505829729
7115,0.73,2,3,0.610810768
7115,0.74,1,1,0.59471636
7115,0.8,1,1,0.345194263
7115,0.84,3,4,0.471204286
7115,0.9,1,2,0.443858725
7115,0.9,3,3,0.682410108
7115,0.9,1,5,0.532085185
7115,0.93,1,1,0.601951702
7115,0.934,2,2,0.645289679
7115,1,3,3,0.63138401
7115,1,1,4,0.50492545
7115,1.03,2,4,0.540535078
7115,1.034,3,4,0.575752173
7115,1.07,1,5,0.515832991
7115,1.07,2,1,0.494549981
7115,1.07,1,3,0.595016661
7115,1.1,2,2,0.491709431
7115,1.1,1,4,0.578318047
7115,1.2,3,1,0.404958213
7115,1.2,1,1,0.548226073
7115,1.3,2,3,0.346510559
7115,1.4,2,3,0.36001706
7115,1.46,3,4,0.680775029
7115,1.6,3,2,0.586814109
7115,1.63,1,3,0.349105139
7115,1.73,1,1,0.377676494
7115,1.8,2,3,0.624829571
7115,1.8,3,4,0.88310719
7115,1.9,1,5,0.423671195
7115,1.967,3,5,0.51936469
7115,2.03,3,1,0.695390268
7115,2.23,1,2,0.370314631
7115,2.37,3,4,0.475988674
7115,2.43,2,2,0.6002714
7115,2.567,1,2,0.220458788
7115,2.57,1,5,0.298116383
7115,2.66,2,2,0.619437572
7115,3,3,4,0.664064759
7115,3.16,3,5,0.552521983
7115,3.27,1,4,0.582242215
7115,3.34,3,4,0.197008801
7115,3.766,3,4,0.610140384
7115,3.97,3,4,0.371337424
7115,4,2,5,0.6302905
7115,4.197,3,2,0.676909153
7115,4.77,1,4,0.495004925
7115,5.4,3,4,0.382622927
7115,5.7,2,5,0.597247846
7115,5.8,2,5,0.429843114
7115,5.833,3,5,0.324965632
7115,6.23,1,2,0.425631274
7115,6.466,3,4,0.465578241
7115,7.83,3,4,0.458281434
7115,8.1,1,5,0.449871432
7115,9.56,3,5,0.429949778
7115,10.3,3,5,0.497842305
7115,10.67,3,5,0.608838173
7115,15.67,3,4,0.477034048
7115,21.27,3,5,0.739518572
7126,0.5,1,1,0.370179599
7126,0.54,1,5,0.43892531
7126,0.56,2,1,0.599280787
7126,0.6,1,5,0.454676991
7126,0.6,3,1,0.401815105
7126,0.7,3,1,0.521925511
7126,0.7,2,1,0.721660997
7126,0.7,1,3,0.417694068
7126,0.73,2,1,0.291584393
7126,0.76,2,4,0.39386885
7126,0.77,3,2,0.54962032
7126,0.834,1,5,0.468080697
7126,0.86,1,3,0.526540831
7126,0.867,3,1,0.456554073
7126,0.87,3,1,0.459774582
7126,0.93,1,5,0.323917545
7126,0.93,3,1,0.627774291
7126,0.934,3,1,0.537236547
7126,0.97,3,2,0.551802433
7126,0.97,3,1,0.601470248
7126,1.034,3,1,0.461309659
7126,1.06,3,3,0.516450737
7126,1.06,2,5,0.56603817
7126,1.07,3,3,0.717666162
7126,1.07,1,3,0.3899091
7126,1.1,2,1,0.542347184
7126,1.16,2,5,0.502166065
7126,1.167,3,5,0.404289599
7126,1.17,3,1,0.369826512
7126,1.2,3,5,0.509836588
7126,1.23,3,2,0.374334579
7126,1.23,1,3,0.752257953
7126,1.23,1,1,0.546899173
7126,1.27,1,3,0.234691507
7126,1.27,2,3,0.273775844
7126,1.3,1,3,0.567147316
7126,1.3,1,2,0.616787956
7126,1.367,2,5,0.408077189
7126,1.37,2,1,0.536347167
7126,1.56,2,4,0.370635536
7126,1.6,2,1,0.569890109
7126,1.6,3,1,0.443889287
7126,1.67,3,4,0.634050749
7126,1.67,1,5,0.474734041
7126,1.7,1,3,0.438509345
7126,1.74,1,4,0.341403564
7126,1.8,2,2,0.486317421
7126,1.9,1,3,0.597881859
7126,2.03,1,5,0.332163701
7126,2.034,3,4,0.480141776
7126,2.04,3,2,0.299234766
7126,2.07,1,5,0.435537702
7126,2.1,3,5,0.606393203
7126,2.13,1,5,0.420933542
7126,2.5,2,2,0.518440178
7126,2.6,2,5,0.585544725
7126,2.6,3,3,0.79282601
7126,3.13,3,4,0.364643701
7126,3.26,2,5,0.506063454
7126,3.44,2,1,0.619921925
7126,3.6,1,5,0.377103445
7126,3.8,3,5,0.511272618
7126,3.87,3,4,0.29972186
7126,4.27,1,4,0.40806051
7126,4.3,2,4,0.509724146
7126,4.433,3,3,0.625492784
7126,5.2,2,4,0.484264482
7126,5.37,3,5,0.65079021
7126,5.633,1,5,0.496837817
7126,5.64,3,4,0.665096128
7126,6.1,3,5,0.696546538
7126,6.2,3,5,0.556148601
7126,6.26,3,1,0.345740366
7126,6.73,3,5,0.618357619
7126,7.53,3,5,0.617770496
7126,7.6,3,5,0.432478545
7126,9.26,3,2,0.597699287
7126,9.8,3,4,0.637799134
7128,0.533,1,5,0.443811559
7128,0.6,1,4,0.453338097
7128,0.733,1,5,0.364041908
7128,1.066,3,5,0.45161658
7128,1.067,2,5,0.462434471
7128,1.4,3,5,0.447841531
7128,1.434,3,5,0.602096843
7128,1.633,3,3,0.546112425
7128,1.833,1,5,0.530686885
7128,1.87,1,5,0.408292662
7128,3.033,1,5,0.505905174
7128,3.134,2,5,0.434646024
7128,3.233,3,4,0.409772845
7128,3.433,1,5,0.422647928
7128,3.6,3,5,0.475625743
7128,3.7,1,5,0.562302433
7128,3.97,1,5,0.513385534
7128,4.5,3,5,0.617092255
7128,6.566,1,5,0.694014281
7129,0.5,3,1,0.774429225
7129,0.5,2,1,0.653218594
7129,0.53,1,1,0.507817023
7129,0.56,1,5,0.566063763
7129,0.6,2,3,0.645165226
7129,0.66,3,3,0.569504731
7129,0.67,1,2,0.710487826
7129,0.67,2,1,0.538645674
7129,0.73,2,2,0.365509623
7129,0.74,3,1,0.589833972
7129,0.8,3,1,0.583639444
7129,0.8,3,1,0.434888245
7129,0.84,1,3,0.499688295
7129,0.84,3,5,0.298832079
7129,0.86,1,1,0.590618111
7129,0.97,1,4,0.463511782
7129,0.97,2,1,0.478162088
7129,0.97,2,2,0.655166621
7129,1,2,1,0.456970466
7129,1.03,1,3,0.478156
7129,1.066,1,5,0.389555562
7129,1.1,3,5,0.453159653
7129,1.1,2,1,0.5206807
7129,1.17,3,2,0.61161852
7129,1.367,1,4,0.462457698
7129,1.44,3,1,0.574662938
7129,1.53,3,5,0.379428837
7129,1.57,1,5,0.563552035
7129,1.6,2,1,0.503280033
7129,1.66,2,5,0.41179715
7129,1.8,3,4,0.524461263
7129,1.83,2,5,0.620507051
7129,1.87,1,5,0.448679687
7129,1.94,3,5,0.427377746
7129,2.1,2,5,0.447138705
7129,2.14,3,5,0.613561413
7129,2.2,3,4,0.614902335
7129,2.2,2,5,0.634194208
7129,2.26,2,5,0.478414575
7129,2.3,3,5,0.35338672
7129,2.33,1,5,0.61157702
7129,2.5,1,3,0.393344355
7129,2.6,3,5,0.494021837
7129,2.633,2,5,0.473567488
7129,2.666,1,5,0.529979775
7129,2.67,2,2,0.629213994
7129,2.7,1,5,0.365574924
7129,2.833,3,5,0.514609559
7129,3.17,3,4,0.342228429
7129,3.26,3,5,0.585630085
7129,3.36,2,5,0.430312342
7129,3.37,3,5,0.632522082
7129,3.37,3,2,0.802051427
7129,3.4,2,4,0.488567343
7129,3.64,2,4,0.365724045
7129,3.94,3,4,0.533327407
7129,3.97,2,5,0.50530404
7129,4,1,5,0.480307141
7129,4,1,5,0.271671568
7129,4.5,3,3,0.45257724
7129,5.13,3,5,0.798055789
7129,5.73,1,5,0.320470626
7129,5.83,3,4,0.242119424
7129,5.9,2,4,0.486958797
7129,6.067,2,5,0.521817324
7129,6.33,2,4,0.657318879
7129,6.77,3,5,0.425385702
7129,6.87,3,5,0.630464352
7129,6.97,3,5,0.624094994
7129,7.267,3,5,0.318040667
7129,8.13,3,5,0.494776388
7129,8.37,3,5,0.590676373
7129,8.54,3,5,0.5289784
7129,11.233,3,5,0.469861785
7129,13.64,3,5,0.457732382
7131,0.54,1,1,0.67640677
7131,0.57,1,5,0.596877364
7131,0.633,1,5,0.600676889
7131,0.74,1,5,0.587035515
7131,0.77,2,5,0.547303036
7131,0.8,1,4,0.434912955
7131,0.834,1,1,0.529925506
7131,0.866,2,4,0.623251006
7131,0.9,1,5,0.551695532
7131,1.2,3,5,0.411041592
7131,1.234,2,4,0.653102217
7131,1.5,1,5,0.645312897
7131,1.666,1,5,0.525036051
7131,1.7,3,5,0.131315512
7131,1.767,2,5,0.403679551
7131,2,2,5,0.50644897
7131,2.74,1,5,0.419951764
7131,4.06,3,5,0.402444093
7131,4.3,1,5,0.556740192
7131,6.097,3,5,0.484646905
7134,0.5,3,4,0.494652361
7134,0.53,1,4,0.534336037
7134,0.53,3,2,0.553430563
7134,0.53,1,3,0.71657203
7134,0.56,3,4,0.436420914
7134,0.566,1,4,0.535619599
7134,0.57,1,4,0.396698876
7134,0.6,3,2,0.491610882
7134,0.6,1,1,0.498409962
7134,0.6,3,1,0.748187497
7134,0.63,3,1,0.386604396
7134,0.667,1,4,0.358995444
7134,0.67,1,2,0.368515757
7134,0.7,3,4,0.642784133
7134,0.77,3,5,0.633878797
7134,0.77,1,5,0.653725841
7134,0.8,1,4,0.496866582
7134,0.8,3,2,0.325221565
7134,0.8,1,1,0.491859292
7134,0.83,3,3,0.409214824
7134,0.86,1,1,0.656445382
7134,1,2,2,0.744868018
7134,1,1,1,0.488059197
7134,1.1,3,4,0.387202255
7134,1.1,2,5,0.480609256
7134,1.13,3,4,0.41809045
7134,1.133,2,4,0.366770467
7134,1.16,3,1,0.609830538
7134,1.17,3,4,0.358442125
7134,1.2,3,4,0.404192692
7134,1.2,1,1,0.545275679
7134,1.24,2,2,0.445896571
7134,1.24,1,1,0.559882665
7134,1.27,3,2,0.440497799
7134,1.27,1,4,0.478836425
7134,1.27,3,4,0.453129499
7134,1.27,1,5,0.707356475
7134,1.33,1,4,0.392562226
7134,1.33,2,5,0.475995802
7134,1.33,1,4,0.577799548
7134,1.37,3,2,0.585207659
7134,1.37,3,4,0.418319636
7134,1.43,3,3,0.487858782
7134,1.43,2,5,0.18460536
7134,1.5,2,5,0.466317204
7134,1.566,3,1,0.531990683
7134,1.633,1,4,0.576662805
7134,1.67,2,4,0.548760611
7134,1.74,2,5,0.460408063
7134,1.8,2,5,0.424373923
7134,1.9,3,5,0.443000646
7134,1.933,3,5,0.337995678
7134,1.96,1,5,0.406207844
7134,1.97,2,5,0.611854455
7134,2.03,1,4,0.445529907
7134,2.17,2,3,0.413168078
7134,2.17,3,4,0.522156552
7134,2.37,1,4,0.411390977
7134,2.4,1,4,0.48349764
7134,2.43,2,5,0.245629842
7134,2.44,1,4,0.641228092
7134,2.46,3,4,0.646349184
7134,2.57,2,2,0.627746649
7134,2.733,1,4,0.704072203
7134,2.8,1,4,0.506446473
7134,2.966,3,5,0.393359798
7134,3.07,3,2,0.559761324
7134,3.1,3,4,0.532027934
7134,3.14,3,4,0.519098408
7134,3.26,3,5,0.418818254
7134,3.33,3,5,0.445482299
7134,3.4,2,5,0.56062121
7134,3.54,3,4,0.439470473
7134,3.57,2,4,0.438399455
7134,3.57,3,4,0.550694014
7134,4.17,3,5,0.746969271
7134,4.2,3,4,0.704719001
7134,4.34,3,4,0.693160589
7134,4.6,2,5,0.388626724
7134,5.07,3,4,0.532896782
7134,6.03,2,5,0.47680303
7134,6.53,3,5,0.563399056
7134,6.93,2,5,0.466954178
7134,8.133,3,4,0.704670149
7202,0.5,2,3,0.331846403
7202,0.5,2,3,0.413197832
7202,0.5,2,1,0.552762872
7202,0.5,3,1,0.539456651
7202,0.53,1,1,0.425257812
7202,0.53,1,3,0.372299782
7202,0.56,3,2,0.560989759
7202,0.56,3,3,0.577614588
7202,0.567,2,1,0.300907813
7202,0.63,3,4,0.459533956
7202,0.66,2,3,0.687739368
7202,0.667,3,4,0.572786165
7202,0.667,2,1,0.678961993
7202,0.67,3,1,0.542470424
7202,0.67,3,4,0.565539568
7202,0.7,1,3,0.604528032
7202,0.7,3,5,0.802499636
7202,0.7,3,1,0.481332123
7202,0.73,1,1,0.453472409
7202,0.74,3,3,0.544331651
7202,0.77,1,1,0.378752918
7202,0.8,3,4,0.320079293
7202,0.8,3,4,0.687387008
7202,0.8,2,1,0.441096469
7202,0.8,1,3,0.829284684
7202,0.8,3,5,0.389499063
7202,0.86,3,1,0.710204017
7202,0.87,1,3,0.441084672
7202,0.9,1,5,0.736389861
7202,0.9,1,1,0.459816633
7202,0.9,2,1,0.543675427
7202,0.9,1,5,0.4862943
7202,0.93,1,2,0.535152282
7202,0.93,1,3,0.5449861
7202,0.93,1,4,0.282015021
7202,0.933,2,1,0.41933726
7202,0.94,2,1,0.455196958
7202,0.96,2,5,0.467217538
7202,1,2,4,0.574220045
7202,1,2,1,0.313112279
7202,1.06,1,2,0.5314402
7202,1.1,1,1,0.662177807
7202,1.1,1,4,0.497145153
7202,1.17,3,3,0.531734356
7202,1.17,3,3,0.501673319
7202,1.2,1,4,0.543655621
7202,1.267,2,2,0.489801189
7202,1.3,1,1,0.506669064
7202,1.37,1,5,0.475048769
7202,1.4,1,4,0.547963719
7202,1.5,1,3,0.451224172
7202,1.57,1,2,0.496916932
7202,1.6,3,3,0.66103807
7202,1.634,3,3,0.493166023
7202,1.667,3,3,0.480455687
7202,1.7,1,5,0.40513623
7202,1.73,3,4,0.420448546
7202,1.8,1,3,0.32436394
7202,1.83,1,4,0.47554063
7202,1.83,2,3,0.392310236
7202,1.83,1,5,0.531656145
7202,1.83,1,5,0.562079231
7202,1.837,3,4,0.387749978
7202,1.93,3,5,0.533923482
7202,2.03,3,4,0.400180485
7202,2.03,1,4,0.551948885
7202,2.07,1,4,0.842161508
7202,2.13,1,4,0.677776576
7202,2.134,1,3,0.530554232
7202,2.16,3,5,0.526645463
7202,2.167,3,4,0.702773903
7202,2.17,1,1,0.596258668
7202,2.2,2,5,0.53671434
7202,2.27,1,4,0.607519356
7202,2.3,3,3,0.546379192
7202,2.36,1,4,0.629138392
7202,2.46,3,4,0.302178243
7202,2.47,1,4,0.609704636
7202,2.57,3,1,0.507645518
7202,2.67,3,5,0.432631944
7202,2.7,3,2,0.295389402
7202,2.74,2,3,0.489294297
7202,2.9,3,4,0.25619529
7202,3.07,1,5,0.392910077
7202,3.167,3,5,0.503641694
7202,3.37,3,5,0.536176412
7202,3.46,3,4,0.507188457
7202,3.54,1,5,0.481766909
7202,3.83,1,4,0.641230109
7202,3.84,3,2,0.462022629
7202,4.8,1,3,0.594190617
7202,4.97,1,5,0.520850937
7202,5.07,1,3,0.424545218
7202,5.23,3,3,0.51808751
7202,5.333,1,3,0.491093819
7202,5.96,3,5,0.731245081
7202,6.133,3,5,0.358588423
7202,6.333,3,5,0.45179994
7202,7.13,1,5,0.827652755
7202,13.3,1,5,0.544823845
7203,0.5,3,2,0.412285508
7203,0.5,2,1,0.542606444
7203,0.53,3,1,0.614752897
7203,0.56,3,5,0.453331301
7203,0.6,3,2,0.539373287
7203,0.6,2,3,0.457177819
7203,0.6,1,3,0.452248567
7203,0.63,3,4,0.425356138
7203,0.633,2,1,0.416137751
7203,0.667,2,2,0.382748017
7203,0.74,3,5,0.589745393
7203,0.767,3,2,0.549885891
7203,0.8,2,3,0.563677989
7203,0.8,2,5,0.511840471
7203,0.8,2,1,0.244402803
7203,0.83,3,4,0.568900527
7203,0.833,1,2,0.609465472
7203,0.86,3,5,0.355560582
7203,0.87,3,4,0.544084275
7203,0.9,1,1,0.444295215
7203,0.9,3,4,0.601555495
7203,0.93,1,5,0.430245686
7203,0.933,1,2,0.647900327
7203,0.97,1,3,0.488604167
7203,1,3,5,0.26971578
7203,1.03,2,5,0.519330856
7203,1.1,2,2,0.597359309
7203,1.2,3,1,0.370866697
7203,1.27,3,5,0.558182379
7203,1.3,1,2,0.543152895
7203,1.33,1,4,0.429738715
7203,1.4,2,2,0.429096231
7203,1.44,3,5,0.521674431
7203,1.466,3,4,0.481893205
7203,1.5,2,3,0.273384421
7203,1.534,3,5,0.549869632
7203,1.56,3,2,0.439144889
7203,1.6,3,3,0.509985687
7203,1.633,1,5,0.398897005
7203,1.667,1,3,0.509217518
7203,1.73,3,4,0.56077555
7203,1.767,1,4,0.350720207
7203,1.933,1,5,0.228520785
7203,1.933,1,1,0.646607084
7203,2.14,3,3,0.350828938
7203,2.17,3,5,0.345247648
7203,2.2,2,5,0.549685899
7203,2.3,2,5,0.429355151
7203,2.4,3,5,0.399942735
